Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Karyotype band	Chromosome/scaffold name	HGNC ID	HGNC symbol	UniProtKB/Swiss-Prot ID
ENSG00000148344	129738331	129753042	-1	q34.11	9	HGNC:9599	PTGES	O14684
ENSG00000180116	39626167	39908300	1	q12	12	HGNC:26846	REDIC1	Q86WS4
ENSG00000272803	127942	131047	1		HSCHR12_2_CTG2	HGNC:9367	PRH2	P02810
ENSG00000125888	17693672	17735871	1	p12.1	20	HGNC:16172	BANF2	Q9H503
ENSG00000106605	43758680	43807342	1	p13	7	HGNC:1062	BLVRA	P53004
ENSG00000106605	43758680	43807342	1	p13	7	HGNC:1062	BLVRA	
ENSG00000261984	136112	402227	-1		HSCHR12_2_CTG2	HGNC:14920	TAS2R14	Q9NYV8
ENSG00000125888	17693672	17735871	1	p12.1	20	HGNC:16172	BANF2	
ENSG00000273431	184619	185618	-1		HSCHR12_2_CTG2	HGNC:18882	TAS2R50	P59544
ENSG00000112234	98868535	98948006	-1	q16.2	6	HGNC:13601	FBXL4	Q9UKA2
ENSG00000185290	56114681	56116417	-1	p11.2	7	HGNC:44164	NUPR2	A6NF83
ENSG00000273092	195201	196581	-1		HSCHR12_2_CTG2	HGNC:19109	TAS2R20	P59543
ENSG00000173614	9943428	9985501	1	p36.22	1	HGNC:17877	NMNAT1	
ENSG00000263028	220325	221326	-1		HSCHR12_2_CTG2	HGNC:19108	TAS2R19	P59542
ENSG00000263097	229093	230113	-1		HSCHR12_2_CTG2	HGNC:19113	TAS2R31	P59538
ENSG00000133488	30488902	30505711	-1	q12.2	22	HGNC:20627	SEC14L4	Q9UDX3
ENSG00000262525	260071	261000	-1		HSCHR12_2_CTG2	HGNC:18877	TAS2R46	P59540
ENSG00000262612	290014	291040	-1		HSCHR12_2_CTG2	HGNC:18875	TAS2R43	P59537
ENSG00000261936	327525	328424	-1		HSCHR12_2_CTG2	HGNC:18876	TAS2R45	
ENSG00000173614	9943428	9985501	1	p36.22	1	HGNC:17877	NMNAT1	Q9HAN9
ENSG00000262111	363612	365298	-1		HSCHR12_2_CTG2	HGNC:19112	TAS2R30	P59541
ENSG00000111704	7787794	7799146	1	p13.31	12	HGNC:20857	NANOG	
ENSG00000171189	29536933	29940033	-1	q21.3	21	HGNC:4579	GRIK1	P39086
ENSG00000171189	29536933	29940033	-1	q21.3	21	HGNC:4579	GRIK1	
ENSG00000133488	30488902	30505711	-1	q12.2	22	HGNC:20627	SEC14L4	
ENSG00000111704	7787794	7799146	1	p13.31	12	HGNC:20857	NANOG	Q9H9S0
ENSG00000198833	89326625	89352722	-1	q15	6	HGNC:17598	UBE2J1	Q9Y385
ENSG00000140386	76347904	76905444	-1	q24.3	15	HGNC:13081	SCAPER	
ENSG00000141434	32185069	32220404	1	q12.1	18	HGNC:7020	MEP1B	
ENSG00000280759	3478	74982	1		HSCHR11_2_CTG1	HGNC:562	AP2A2	
ENSG00000157259	92447482	92460075	1	q21.2	7	HGNC:29941	GATAD1	Q8WUU5
ENSG00000141434	32185069	32220404	1	q12.1	18	HGNC:7020	MEP1B	Q16820
ENSG00000148541	59246130	59363181	-1	q21.1	10	HGNC:19371	FAM13C	Q8NE31
ENSG00000148541	59246130	59363181	-1	q21.1	10	HGNC:19371	FAM13C	
ENSG00000157259	92447482	92460075	1	q21.2	7	HGNC:29941	GATAD1	
ENSG00000188266	78507564	78537372	1	q25.1	15	HGNC:34403	HYKK	A2RU49
ENSG00000188266	78507564	78537372	1	q25.1	15	HGNC:34403	HYKK	
ENSG00000142192	25880535	26171128	-1	q21.3	21	HGNC:620	APP	P05067
ENSG00000131355	14619117	14690027	-1	p13.12	19	HGNC:23647	ADGRE3	
ENSG00000088682	57447425	57461270	1	q21	16	HGNC:25302	COQ9	O75208
ENSG00000088682	57447425	57461270	1	q21	16	HGNC:25302	COQ9	
ENSG00000118690	108848416	108974476	1	q21	6	HGNC:23045	ARMC2	Q8NEN0
ENSG00000204624	11479155	11537551	1	p36.22	1	HGNC:29251	DISP3	Q9P2K9
ENSG00000163029	17663812	17800242	-1	p24.2	2	HGNC:20466	SMC6	Q96SB8
ENSG00000118690	108848416	108974476	1	q21	6	HGNC:23045	ARMC2	
ENSG00000131355	14619117	14690027	-1	p13.12	19	HGNC:23647	ADGRE3	Q9BY15
ENSG00000133121	33103137	33350630	-1	q13.1	13	HGNC:19164	STARD13	Q9Y3M8
ENSG00000133121	33103137	33350630	-1	q13.1	13	HGNC:19164	STARD13	
ENSG00000204624	11479155	11537551	1	p36.22	1	HGNC:29251	DISP3	
ENSG00000163029	17663812	17800242	-1	p24.2	2	HGNC:20466	SMC6	
ENSG00000277518	75564	106271	-1		HSCHR11_2_CTG1	HGNC:7517	MUC6	
ENSG00000148841	104309698	104338465	-1	q25.1	10	HGNC:29370	ITPRIP	Q8IWB1
ENSG00000142606	2590639	2633016	-1	p36.32	1	HGNC:14668	MMEL1	
ENSG00000148841	104309698	104338465	-1	q25.1	10	HGNC:29370	ITPRIP	
ENSG00000142192	25880535	26171128	-1	q21.3	21	HGNC:620	APP	
ENSG00000147130	71239624	71255146	-1	q13.1	X	HGNC:13054	ZMYM3	Q14202
ENSG00000154978	55436056	55572988	-1	p11.2	7	HGNC:34518	VOPP1	Q96AW1
ENSG00000101160	58985686	59008238	-1	q13.32	20	HGNC:2547	CTSZ	
ENSG00000162981	14632700	14650814	1	p24.3	2	HGNC:20743	LRATD1	Q96KN4
ENSG00000070761	58113592	58129381	-1	q21	16	HGNC:29523	CFAP20	Q9Y6A4
ENSG00000147130	71239624	71255146	-1	q13.1	X	HGNC:13054	ZMYM3	
ENSG00000154978	55436056	55572988	-1	p11.2	7	HGNC:34518	VOPP1	
ENSG00000128242	30554635	30574665	-1	q12.2	22	HGNC:24240	GAL3ST1	Q99999
ENSG00000167210	46476972	46657220	-1	q21.1	18	HGNC:26521	LOXHD1	Q8IVV2
ENSG00000120051	104353833	104455102	1	q25.1	10	HGNC:26676	CFAP58	Q5T655
ENSG00000101160	58985686	59008238	-1	q13.32	20	HGNC:2547	CTSZ	Q9UBR2
ENSG00000120051	104353833	104455102	1	q25.1	10	HGNC:26676	CFAP58	
ENSG00000070761	58113592	58129381	-1	q21	16	HGNC:29523	CFAP20	
ENSG00000136828	126914774	127223166	1	q33.3	9	HGNC:16851	RALGPS1	Q5JS13
ENSG00000104129	40765161	40807478	-1	q15.1	15	HGNC:25556	DNAJC17	Q9NVM6
ENSG00000189169	44697172	44698044	1	q22.3	21	HGNC:20533	KRTAP10-12	P60413
ENSG00000136828	126914774	127223166	1	q33.3	9	HGNC:16851	RALGPS1	
ENSG00000104129	40765161	40807478	-1	q15.1	15	HGNC:25556	DNAJC17	
ENSG00000131153	85676198	85690073	-1	q24.1	16	HGNC:24575	GINS2	Q9Y248
ENSG00000128242	30554635	30574665	-1	q12.2	22	HGNC:24240	GAL3ST1	
ENSG00000131153	85676198	85690073	-1	q24.1	16	HGNC:24575	GINS2	
ENSG00000147166	71301750	71305371	1	q13.1	X	HGNC:6154	ITGB1BP2	Q9UKP3
ENSG00000160746	43354859	43691594	-1	p21.33	3	HGNC:25519	ANO10	Q9NW15
ENSG00000186204	15673018	15697174	1	p13.12	19	HGNC:18857	CYP4F12	Q9HCS2
ENSG00000186204	15673018	15697174	1	p13.12	19	HGNC:18857	CYP4F12	
ENSG00000123179	49660674	49691486	-1	q14.2	13	HGNC:18061	EBPL	Q9BY08
ENSG00000104517	102252273	102412759	-1	q22.3	8	HGNC:16806	UBR5	O95071
ENSG00000160746	43354859	43691594	-1	p21.33	3	HGNC:25519	ANO10	
ENSG00000123179	49660674	49691486	-1	q14.2	13	HGNC:18061	EBPL	
ENSG00000277389	170941	171501	1		HSCHR11_2_CTG1_1	HGNC:23600	KRTAP5-6	Q6L8G9
ENSG00000186810	71615916	71618511	-1	q13.1	X	HGNC:4540	CXCR3	P49682
ENSG00000168925	75218988	75226338	1	q23.1	16	HGNC:2521	CTRB1	P17538
ENSG00000280585	60879	61820	-1		HSCHR11_2_CTG1_1	HGNC:23596	KRTAP5-1	Q6L8H4
ENSG00000278620	97515	98873	-1		HSCHR11_2_CTG1_1	HGNC:23599	KRTAP5-4	Q6L8H1
ENSG00000196932	61406642	61453381	-1	q21.2	10	HGNC:28550	TMEM26	Q6ZUK4
ENSG00000168925	75218988	75226338	1	q23.1	16	HGNC:2521	CTRB1	
ENSG00000282612	195190	196570	-1		HSCHR12_3_CTG2	HGNC:19109	TAS2R20	
ENSG00000196932	61406642	61453381	-1	q21.2	10	HGNC:28550	TMEM26	
ENSG00000278620	97515	98873	-1		HSCHR11_2_CTG1_1	HGNC:23599	KRTAP5-4	
ENSG00000274699	328319	329278	-1		HSCHR12_3_CTG2	HGNC:19112	TAS2R30	
ENSG00000167210	46476972	46657220	-1	q21.1	18	HGNC:26521	LOXHD1	
ENSG00000278302	106511	107395	1		HSCHR11_2_CTG1_1	HGNC:23601	KRTAP5-5	
ENSG00000104517	102252273	102412759	-1	q22.3	8	HGNC:16806	UBR5	
ENSG00000282673	546786	550554	-1		HSCHR12_3_CTG2	HGNC:9337	PRB1	
ENSG00000196814	126326829	126507041	1	q33.3	9	HGNC:23368	MVB12B	Q9H7P6
ENSG00000155962	155276211	155334657	-1	q28	X	HGNC:2063	CLIC2	O15247
ENSG00000196814	126326829	126507041	1	q33.3	9	HGNC:23368	MVB12B	
ENSG00000276167	184606	185605	-1		HSCHR12_3_CTG2	HGNC:18882	TAS2R50	P59544
ENSG00000155962	155276211	155334657	-1	q28	X	HGNC:2063	CLIC2	
ENSG00000278307	220313	221314	-1		HSCHR12_3_CTG2	HGNC:19108	TAS2R19	
ENSG00000105829	93962762	94004382	-1	q21.3	7	HGNC:14562	BET1	
ENSG00000275624	460887	464768	-1		HSCHR12_3_CTG2	HGNC:9339	PRB3	
ENSG00000278165	30571	48447	-1		HSCHR11_2_CTG1_1	HGNC:3074	DUSP8	Q13202
ENSG00000105829	93962762	94004382	-1	q21.3	7	HGNC:14562	BET1	O15155
ENSG00000277745	155459415	155460005	-1	q28	X	HGNC:14455	H2AB3	P0C5Z0
ENSG00000281618	206156	209175	-1		HSCHR11_2_CTG1_1	HGNC:40022	IFITM10	
ENSG00000281191	84118	85016	-1		HSCHR11_2_CTG1_1	HGNC:23598	KRTAP5-3	Q6L8H2
ENSG00000135736	57512181	57536571	-1	q21	16	HGNC:28097	CCDC102A	Q96A19
ENSG00000281533	73720	74837	-1		HSCHR11_2_CTG1_1	HGNC:23597	KRTAP5-2	Q701N4
ENSG00000198900	41028822	41124487	1	q12	20	HGNC:11986	TOP1	P11387
ENSG00000273505	380956	381900	-1		HSCHR12_3_CTG2	HGNC:18888	TAS2R42	Q7RTR8
ENSG00000108100	35247025	35572669	1	p11.21	10	HGNC:23354	CCNY	
ENSG00000198900	41028822	41124487	1	q12	20	HGNC:11986	TOP1	
ENSG00000273713	7843	8874	-1		HSCHR12_3_CTG2	HGNC:14917	TAS2R9	Q9NYW1
ENSG00000196636	97117698	97181763	1	q21.3	7	HGNC:21752	SDHAF3	Q9NRP4
ENSG00000142606	2590639	2633016	-1	p36.32	1	HGNC:14668	MMEL1	Q495T6
ENSG00000140455	63504511	63594640	1	q22.31	15	HGNC:12626	USP3	
ENSG00000136110	52703264	52739820	-1	q14.3	13	HGNC:17005	CNMD	O75829
ENSG00000196636	97117698	97181763	1	q21.3	7	HGNC:21752	SDHAF3	
ENSG00000160951	14472466	14475354	-1	p13.12	19	HGNC:9593	PTGER1	P34995
ENSG00000136110	52703264	52739820	-1	q14.3	13	HGNC:17005	CNMD	
ENSG00000275679	127942	131047	1		HSCHR12_3_CTG2	HGNC:9367	PRH2	P02810
ENSG00000182752	116153791	116402321	1	q33.1	9	HGNC:8602	PAPPA	Q13219
ENSG00000171867	4686350	4701590	1	p13	20	HGNC:9449	PRNP	P04156
ENSG00000274327	238	1333	-1		HSCHR12_3_CTG2	HGNC:14913	TAS2R7	Q9NYW3
ENSG00000185973	155489011	155719098	-1	q28	X	HGNC:18308	TMLHE	Q9NVH6
ENSG00000151693	9206765	9405683	1	p25.1	2	HGNC:2721	ASAP2	O43150
ENSG00000151693	9206765	9405683	1	p25.1	2	HGNC:2721	ASAP2	
ENSG00000136099	52842889	52848641	-1	q14.3	13	HGNC:8660	PCDH8	O95206
ENSG00000085382	104728094	104859919	-1	q16.3	6	HGNC:21033	HACE1	Q8IYU2
ENSG00000109911	31509755	31790324	1	p13	11	HGNC:1171	ELP4	Q96EB1
ENSG00000282269	44555	366553	-1		HSCHR12_3_CTG2	HGNC:18020	PRR4	Q16378
ENSG00000171864	4721909	4728460	1	p13	20	HGNC:15748	PRND	Q9UKY0
ENSG00000109911	31509755	31790324	1	p13	11	HGNC:1171	ELP4	
ENSG00000185585	124777133	124814885	1	q33.3	9	HGNC:27270	OLFML2A	
ENSG00000282269	44555	366553	-1		HSCHR12_3_CTG2	HGNC:18020	PRR4	
ENSG00000164715	98106862	98209638	1	q21.3	7	HGNC:17880	LMTK2	Q8IWU2
ENSG00000185585	124777133	124814885	1	q33.3	9	HGNC:27270	OLFML2A	Q68BL7
ENSG00000282256	229392	230412	-1		HSCHR12_3_CTG2	HGNC:19113	TAS2R31	
ENSG00000277316	4757	5999	-1		HSCHR12_3_CTG2	HGNC:14915	TAS2R8	Q9NYW2
ENSG00000169006	11658178	11670195	-1	p25.1	2	HGNC:8040	NTSR2	O95665
ENSG00000277254	106632	108268	-1		HSCHR12_3_CTG2	HGNC:14919	TAS2R13	Q9NYV9
ENSG00000171729	15152532	15220478	1	p36.21	1	HGNC:25488	TMEM51	Q9NW97
ENSG00000274839	502046	505398	-1		HSCHR12_3_CTG2	HGNC:9340	PRB4	
ENSG00000171729	15152532	15220478	1	p36.21	1	HGNC:25488	TMEM51	
ENSG00000085382	104728094	104859919	-1	q16.3	6	HGNC:21033	HACE1	
ENSG00000124333	155881345	155943769	1	q28	X	HGNC:11486	VAMP7	P51809
ENSG00000282537	291857	292786	-1		HSCHR12_3_CTG2	HGNC:18875	TAS2R43	
ENSG00000277823	23666	366484	-1		HSCHR12_3_CTG2	HGNC:9366	PRH1	
ENSG00000198862	28928144	28992956	-1	q21.3	21	HGNC:13082	LTN1	O94822
ENSG00000170681	100578079	100588389	1	q31.1	9	HGNC:33742	CAVIN4	Q5BKX8
ENSG00000124333	155881345	155943769	1	q28	X	HGNC:11486	VAMP7	
ENSG00000176692	86566829	86569728	1	q24.1	16	HGNC:3801	FOXC2	Q99958
ENSG00000277454	44555	366538	-1		HSCHR12_3_CTG2			
ENSG00000112773	81491439	81752774	-1	q14.1	6	HGNC:18345	TENT5A	
ENSG00000198862	28928144	28992956	-1	q21.3	21	HGNC:13082	LTN1	
ENSG00000277238	24023	25064	-1		HSCHR12_3_CTG2	HGNC:14918	TAS2R10	Q9NYW0
ENSG00000276541	136111	366513	-1		HSCHR12_3_CTG2	HGNC:14920	TAS2R14	Q9NYV8
ENSG00000278111	262229	263158	-1		HSCHR12_3_CTG2	HGNC:18877	TAS2R46	
ENSG00000172939	38165089	38255484	1	p22.2	3	HGNC:8508	OXSR1	
ENSG00000101265	4780023	4823608	-1	p13	20	HGNC:9883	RASSF2	P50749
ENSG00000112773	81491439	81752774	-1	q14.1	6	HGNC:18345	TENT5A	Q96IP4
ENSG00000262607	60780	165481	1		HSCHR12_1_CTG1	HGNC:29193	IQSEC3	
ENSG00000037637	16246840	16352480	-1	p36.13	1	HGNC:29249	FBXO42	Q6P3S6
ENSG00000262607	60780	165481	1		HSCHR12_1_CTG1	HGNC:29193	IQSEC3	Q9UPP2
ENSG00000037637	16246840	16352480	-1	p36.13	1	HGNC:29249	FBXO42	
ENSG00000172939	38165089	38255484	1	p22.2	3	HGNC:8508	OXSR1	O95747
ENSG00000156253	29004384	29019360	-1	q21.3	21	HGNC:1302	RWDD2B	P57060
ENSG00000282676	60780	63513	1		HSCHR12_1_CTG1			
ENSG00000102076	154144243	154159032	1	q28	X	HGNC:9936	OPN1LW	P04000
ENSG00000102076	154144243	154159032	1	q28	X	HGNC:9936	OPN1LW	
ENSG00000176225	70003031	70205726	-1	q22.2	18	HGNC:18654	RTTN	
ENSG00000114383	50320027	50328251	-1	p21.31	3	HGNC:17034	TUSC2	O75896
ENSG00000275051	14812	49543	1		HSCHR12_5_CTG2_1	HGNC:9007	PIWIL1	Q96J94
ENSG00000114383	50320027	50328251	-1	p21.31	3	HGNC:17034	TUSC2	
ENSG00000108100	35247025	35572669	1	p11.21	10	HGNC:23354	CCNY	Q8ND76
ENSG00000275051	14812	49543	1		HSCHR12_5_CTG2_1	HGNC:9007	PIWIL1	
ENSG00000105135	15114984	15125786	-1	p13.12	19	HGNC:6041	ILVBL	A1L0T0
ENSG00000105135	15114984	15125786	-1	p13.12	19	HGNC:6041	ILVBL	
ENSG00000186472	82754012	83162930	-1	q21.11	7	HGNC:13406	PCLO	Q9Y6V0
ENSG00000268221	154182596	154196861	1	q28	X	HGNC:4206	OPN1MW	P04001
ENSG00000268221	154182596	154196861	1	q28	X	HGNC:4206	OPN1MW	
ENSG00000275517	20912	25493	1		HSCHR12_5_CTG2	HGNC:9337	PRB1	
ENSG00000112276	105096822	105137157	-1	q21	6	HGNC:1152	BVES	Q8NE79
ENSG00000276644	71437966	71867204	-1	q21.33	13	HGNC:2663	DACH1	Q9UI36
ENSG00000166016	34150987	34358010	-1	p13	11	HGNC:23842	ABTB2	Q8N961
ENSG00000276644	71437966	71867204	-1	q21.33	13	HGNC:2663	DACH1	
ENSG00000186472	82754012	83162930	-1	q21.11	7	HGNC:13406	PCLO	
ENSG00000152213	49628507	49633872	1	q14.2	13	HGNC:24046	ARL11	Q969Q4
ENSG00000285446	116399395	116463696	1	q22.1	6			
ENSG00000172289	59712916	59713845	-1	q12.1	11	HGNC:15136	OR10V1	Q8NGI7
ENSG00000100462	22920525	22929408	-1	q11.2	14	HGNC:10894	PRMT5	O14744
ENSG00000186526	15615218	15630639	1	p13.12	19	HGNC:2648	CYP4F8	
ENSG00000203778	112087591	112102790	1	q21	6	HGNC:33858	FAM229B	Q4G0N7
ENSG00000100462	22920525	22929408	-1	q11.2	14	HGNC:10894	PRMT5	
ENSG00000100029	30576625	30607083	-1	q12.2	22	HGNC:8848	PES1	O00541
ENSG00000151893	118674167	118755249	-1	q26.11	10	HGNC:23727	CACUL1	Q86Y37
ENSG00000050820	75228181	75268053	-1	q23.1	16	HGNC:971	BCAR1	P56945
ENSG00000102466	101710804	102402457	-1	q33.1	13	HGNC:3671	FGF14	Q92915
ENSG00000102466	101710804	102402457	-1	q33.1	13	HGNC:3671	FGF14	
ENSG00000144724	61561569	62297609	1	p14.2	3	HGNC:9671	PTPRG	P23470
ENSG00000181274	97332497	97334729	-1	q24.1	10	HGNC:16048	FRAT2	O75474
ENSG00000166889	59636716	59669037	-1	q12.1	11	HGNC:26721	PATL1	Q86TB9
ENSG00000050820	75228181	75268053	-1	q23.1	16	HGNC:971	BCAR1	
ENSG00000159423	18871430	18902724	-1	p36.13	1	HGNC:406	ALDH4A1	P30038
ENSG00000071859	154444141	154450654	1	q28	X	HGNC:18786	FAM50A	Q14320
ENSG00000159423	18871430	18902724	-1	p36.13	1	HGNC:406	ALDH4A1	
ENSG00000107560	118004916	118046941	-1	q26.11	10	HGNC:29152	RAB11FIP2	Q7L804
ENSG00000100029	30576625	30607083	-1	q12.2	22	HGNC:8848	PES1	
ENSG00000186526	15615218	15630639	1	p13.12	19	HGNC:2648	CYP4F8	P98187
ENSG00000071859	154444141	154450654	1	q28	X	HGNC:18786	FAM50A	
ENSG00000275865	177289	235659	1		HSCHR13_1_CTG1	HGNC:29575	SPACA7	Q96KW9
ENSG00000275865	177289	235659	1		HSCHR13_1_CTG1	HGNC:29575	SPACA7	
ENSG00000188620	123135970	123139423	1	q26.13	10	HGNC:5019	HMX3	A6NHT5
ENSG00000282003	285979	305684	-1		HSCHR13_1_CTG1	HGNC:18598	TUBGCP3	
ENSG00000111371	46183063	46270017	-1	q13.11	12	HGNC:13447	SLC38A1	Q9H2H9
ENSG00000084754	26190635	26244672	-1	p23.3	2	HGNC:4801	HADHA	P40939
ENSG00000084754	26190635	26244672	-1	p23.3	2	HGNC:4801	HADHA	
ENSG00000189319	124619292	124744378	-1	q26.13	10	HGNC:28968	FAM53B	Q14153
ENSG00000262145	144646	160374	-1		HSCHR12_1_CTG2_1	HGNC:29452	ATP23	Q9Y6H3
ENSG00000262145	144646	160374	-1		HSCHR12_1_CTG2_1	HGNC:29452	ATP23	
ENSG00000111371	46183063	46270017	-1	q13.11	12	HGNC:13447	SLC38A1	
ENSG00000140455	63504511	63594640	1	q22.31	15	HGNC:12626	USP3	Q9Y6I4
ENSG00000134901	102784281	102799040	-1	q33.1	13	HGNC:19350	POGLUT2	Q6UW63
ENSG00000134901	102784281	102799040	-1	q33.1	13	HGNC:19350	POGLUT2	
ENSG00000119973	118589997	118595648	-1	q26.11	10	HGNC:4464	PRLHR	P49683
ENSG00000205078	77199408	77213215	1	q23.1	16	HGNC:37236	SYCE1L	A8MT33
ENSG00000161031	15468645	15498956	-1	p13.12	19	HGNC:30013	PGLYRP2	Q96PD5
ENSG00000205078	77199408	77213215	1	q23.1	16	HGNC:37236	SYCE1L	
ENSG00000157916	2391775	2405442	1	p36.32	1	HGNC:30309	RER1	
ENSG00000161031	15468645	15498956	-1	p13.12	19	HGNC:30013	PGLYRP2	
ENSG00000156256	29024629	29054488	1	q21.3	21	HGNC:12614	USP16	Q9Y5T5
ENSG00000099958	23834503	23839128	-1	q11.23	22	HGNC:14236	DERL3	Q96Q80
ENSG00000131149	85169525	85676204	1	q24.1	16	HGNC:28979	GSE1	
ENSG00000099958	23834503	23839128	-1	q11.23	22	HGNC:14236	DERL3	
ENSG00000198551	11559374	11619161	1	p13.2	19	HGNC:30570	ZNF627	
ENSG00000244005	35668052	35699355	-1	q11.22	20	HGNC:15910	NFS1	Q9Y697
ENSG00000111879	118959763	119149387	-1	q22.31	6	HGNC:20991	FAM184A	
ENSG00000138152	122271296	122338159	1	q26.13	10	HGNC:26340	BTBD16	Q32M84
ENSG00000143867	19351485	19358623	-1	p24.1	2	HGNC:8111	OSR1	Q8TAX0
ENSG00000251357	23862188	23895223	1	q11.23	22			
ENSG00000156256	29024629	29054488	1	q21.3	21	HGNC:12614	USP16	
ENSG00000198551	11559374	11619161	1	p13.2	19	HGNC:30570	ZNF627	Q7L945
ENSG00000244005	35668052	35699355	-1	q11.22	20	HGNC:15910	NFS1	
ENSG00000183891	19896631	19901983	-1	p24.1	2	HGNC:32954	TTC32	
ENSG00000130827	154458281	154477779	1	q28	X	HGNC:9101	PLXNA3	P51805
ENSG00000152270	14643804	14872044	1	p15.2	11	HGNC:8779	PDE3B	Q13370
ENSG00000175548	38316762	38329721	1	q12	12	HGNC:31088	ALG10B	Q5I7T1
ENSG00000175548	38316762	38329721	1	q12	12	HGNC:31088	ALG10B	
ENSG00000281988	4334	10718	1		HSCHR13_1_CTG5	HGNC:10013	GRK1	
ENSG00000156261	29055805	29073797	-1	q21.3	21	HGNC:1623	CCT8	
ENSG00000240972	23894383	23895227	1	q11.23	22	HGNC:7097	MIF	P14174
ENSG00000282107	32732	32807	1		HSCHR13_1_CTG5	HGNC:28297	TMEM255B	
ENSG00000183891	19896631	19901983	-1	p24.1	2	HGNC:32954	TTC32	Q5I0X7
ENSG00000173473	47585269	47782106	-1	p21.31	3	HGNC:11104	SMARCC1	Q92922
ENSG00000259132	22946270	22982258	-1	q11.2	14			
ENSG00000157916	2391775	2405442	1	p36.32	1	HGNC:30309	RER1	O15258
ENSG00000152520	28138506	28295335	1	q12.2	13	HGNC:29991	PAN3	Q58A45
ENSG00000152520	28138506	28295335	1	q12.2	13	HGNC:29991	PAN3	
ENSG00000125995	35699272	35700984	1	q11.22	20	HGNC:16185	ROMO1	P60602
ENSG00000136856	127397138	127408424	1	q33.3	9	HGNC:13812	SLC2A8	
ENSG00000065154	124397303	124418976	-1	q26.13	10	HGNC:8091	OAT	P04181
ENSG00000099994	24181487	24189106	1	q11.23	22	HGNC:30667	SUSD2	Q9UGT4
ENSG00000102178	154483717	154486615	-1	q28	X	HGNC:12505	UBL4A	P11441
ENSG00000102178	154483717	154486615	-1	q28	X	HGNC:12505	UBL4A	
ENSG00000173473	47585269	47782106	-1	p21.31	3	HGNC:11104	SMARCC1	
ENSG00000255073	58579172	58624639	1	q12.1	11	HGNC:33441	ZFP91-CNTF	
ENSG00000276490	94688154	94853073	1	q23.33	10			
ENSG00000262217	48085	102804	1		HSCHR12_3_CTG2_1	HGNC:19119	SLC5A8	Q8N695
ENSG00000126903	154487306	154490690	-1	q28	X	HGNC:22979	SLC10A3	P09131
ENSG00000126903	154487306	154490690	-1	q28	X	HGNC:22979	SLC10A3	
ENSG00000160961	14689801	14733746	1	p13.12	19	HGNC:15624	ZNF333	
ENSG00000170430	129467190	129770983	1	q26.3	10	HGNC:7059	MGMT	P16455
ENSG00000262139	135832	152874	-1		HSCHR12_3_CTG2_1	HGNC:23837	ANO4	Q32M45
ENSG00000170430	129467190	129770983	1	q26.3	10	HGNC:7059	MGMT	
ENSG00000144619	2098813	3057959	1	p26.3	3	HGNC:2174	CNTN4	
ENSG00000124942	62433542	62556235	-1	q12.3	11	HGNC:347	AHNAK	
ENSG00000100284	35299275	35347992	1	q12.3	22	HGNC:11982	TOM1	
ENSG00000156261	29055805	29073797	-1	q21.3	21	HGNC:1623	CCT8	P50990
ENSG00000160961	14689801	14733746	1	p13.12	19	HGNC:15624	ZNF333	Q96JL9
ENSG00000100284	35299275	35347992	1	q12.3	22	HGNC:11982	TOM1	O60784
ENSG00000136856	127397138	127408424	1	q33.3	9	HGNC:13812	SLC2A8	Q9NY64
ENSG00000124942	62433542	62556235	-1	q12.3	11	HGNC:347	AHNAK	Q09666
ENSG00000278540	37084992	37406836	-1	q12	17	HGNC:84	ACACA	Q13085
ENSG00000147180	85243991	85273362	1	q21.1	X	HGNC:13128	ZNF711	Q9Y462
ENSG00000148824	133394094	133422520	1	q26.3	10	HGNC:32159	MTG1	
ENSG00000148948	40114203	41459773	-1	p12	11	HGNC:29317	LRRC4C	Q9HCJ2
ENSG00000148824	133394094	133422520	1	q26.3	10	HGNC:32159	MTG1	Q9BT17
ENSG00000157881	2508537	2526597	-1	p36.32	1	HGNC:19366	PANK4	Q9NVE7
ENSG00000176225	70003031	70205726	-1	q22.2	18	HGNC:18654	RTTN	Q86VV8
ENSG00000157881	2508537	2526597	-1	p36.32	1	HGNC:19366	PANK4	
ENSG00000148948	40114203	41459773	-1	p12	11	HGNC:29317	LRRC4C	
ENSG00000123570	103822327	103832257	-1	q22.2	X	HGNC:14090	RAB9B	Q9NP90
ENSG00000196152	127424374	127445372	1	q33.3	9	HGNC:13153	ZNF79	
ENSG00000141977	16161368	16173525	-1	p13.11	19	HGNC:24580	CIB3	Q96Q77
ENSG00000196152	127424374	127445372	1	q33.3	9	HGNC:13153	ZNF79	Q15937
ENSG00000141977	16161368	16173525	-1	p13.11	19	HGNC:24580	CIB3	
ENSG00000100802	22985894	23010166	-1	q11.2	14	HGNC:20162	C14orf93	Q9H972
ENSG00000134294	46358188	46372773	-1	q13.11	12	HGNC:13448	SLC38A2	Q96QD8
ENSG00000158427	103918896	103966712	1	q22.2	X	HGNC:28612	TMSB15B	P0CG35
ENSG00000158427	103918896	103966712	1	q22.2	X	HGNC:28612	TMSB15B	P0DX04
ENSG00000158427	103918896	103966712	1	q22.2	X	HGNC:28612	TMSB15B	
ENSG00000225899	133623895	133626795	-1	q26.3	10	HGNC:33518	FRG2B	
ENSG00000278540	37084992	37406836	-1	q12	17	HGNC:84	ACACA	
